id,employee_id,name,role,department,email,phone,joining_date,notice_period_days,previous_hospital,previous_experience_years,current_salary,status,last_updated
158,EMP0158,Sarah Smith,Receptionist,Emergency,employee158@healthcare.com,+1-593-724-2160,2021-08-21,30,Care Hospital,1,122720,Active,2025-12-12T07:51:19.431025
159,EMP0159,Maria Moore,Pharmacist,Orthopedics,employee159@healthcare.com,+1-839-155-2263,2022-01-14,60,Metro Clinic,5,127487,Active,2025-12-12T07:51:19.431025
160,EMP0160,Sarah Taylor,Doctor,Surgery,employee160@healthcare.com,+1-400-888-7659,2023-07-16,30,Care Hospital,3,126653,Active,2025-12-12T07:51:19.431025
161,EMP0161,Michael Davis,Receptionist,Orthopedics,employee161@healthcare.com,+1-236-762-5397,2025-07-24,90,Central Hospital,11,145492,Active,2025-12-12T07:51:19.431025
162,EMP0162,John Moore,Nurse,Cardiology,employee162@healthcare.com,+1-269-262-6114,2020-12-13,60,City Hospital,11,67389,Active,2025-12-12T07:51:19.431025
163,EMP0163,David Wilson,Doctor,Pediatrics,employee163@healthcare.com,+1-549-491-7807,2024-12-24,30,City Hospital,0,94629,Active,2025-12-12T07:51:19.431025
164,EMP0164,Jessica Brown,Doctor,Surgery,employee164@healthcare.com,+1-876-181-5817,2023-03-14,30,City Hospital,12,79052,Active,2025-12-12T07:51:19.431025
165,EMP0165,Robert Smith,Receptionist,Surgery,employee165@healthcare.com,+1-314-400-7019,2021-09-26,60,Central Hospital,8,52483,Active,2025-12-12T07:51:19.431025
166,EMP0166,Sarah Brown,Nurse,Pediatrics,employee166@healthcare.com,+1-679-818-1920,2024-11-24,60,General Medical Center,7,138536,Active,2025-12-12T07:51:19.431025
167,EMP0167,Jessica Johnson,Doctor,Cardiology,employee167@healthcare.com,+1-673-382-8327,2021-12-21,90,General Medical Center,14,86920,Active,2025-12-12T07:51:19.431025
168,EMP0168,James Anderson,Administrator,Neurology,employee168@healthcare.com,+1-958-481-7390,2023-10-18,90,Central Hospital,5,100691,Active,2025-12-12T07:51:19.431025
169,EMP0169,Lisa Anderson,Lab Technician,Cardiology,employee169@healthcare.com,+1-944-507-3004,2022-07-26,60,Care Hospital,10,81436,On Leave,2025-12-12T07:51:19.431025
170,EMP0170,Maria Taylor,Administrator,Cardiology,employee170@healthcare.com,+1-758-223-9483,2022-05-21,90,Care Hospital,9,95787,Active,2025-12-12T07:51:19.431025
171,EMP0171,Sarah Miller,Pharmacist,Cardiology,employee171@healthcare.com,+1-978-970-7612,2023-05-18,60,General Medical Center,1,86134,Active,2025-12-12T07:51:19.431025
172,EMP0172,Maria Miller,Pharmacist,Emergency,employee172@healthcare.com,+1-547-185-1934,2024-12-05,90,Care Hospital,2,109285,Active,2025-12-12T07:51:19.431025
173,EMP0173,John Brown,Lab Technician,Orthopedics,employee173@healthcare.com,+1-965-393-6073,2020-12-16,90,City Hospital,6,73118,Active,2025-12-12T07:51:19.431025
174,EMP0174,Lisa Williams,Nurse,Cardiology,employee174@healthcare.com,+1-262-549-6605,2025-06-07,90,General Medical Center,9,56299,Active,2025-12-12T07:51:19.431025
175,EMP0175,Jessica Anderson,Pharmacist,Neurology,employee175@healthcare.com,+1-700-507-9680,2023-07-18,30,Central Hospital,0,105722,Active,2025-12-12T07:51:19.431025
176,EMP0176,Jessica Miller,Receptionist,Orthopedics,employee176@healthcare.com,+1-803-265-7338,2023-01-24,60,Care Hospital,0,65608,Active,2025-12-12T07:51:19.431025
177,EMP0177,Lisa Anderson,Administrator,Orthopedics,employee177@healthcare.com,+1-498-935-1184,2023-08-27,60,General Medical Center,15,138140,Active,2025-12-12T07:51:19.431025
178,EMP0178,Sarah Johnson,Receptionist,Pediatrics,employee178@healthcare.com,+1-772-963-7818,2025-07-04,60,Central Hospital,4,117942,Active,2025-12-12T07:51:19.431025
179,EMP0179,Lisa Johnson,Pharmacist,Surgery,employee179@healthcare.com,+1-238-541-8622,2023-04-27,90,Metro Clinic,0,130401,Active,2025-12-12T07:51:19.431025
180,EMP0180,Jessica Smith,Doctor,Neurology,employee180@healthcare.com,+1-825-638-4255,2025-04-07,90,General Medical Center,3,120188,Active,2025-12-12T07:51:19.431025
181,EMP0181,Maria Miller,Administrator,Neurology,employee181@healthcare.com,+1-388-314-1837,2021-12-11,90,Care Hospital,12,119122,On Leave,2025-12-12T07:51:19.431025
182,EMP0182,Jessica Taylor,Nurse,Neurology,employee182@healthcare.com,+1-971-253-9511,2022-06-14,30,General Medical Center,10,103296,Active,2025-12-12T07:51:19.431025
183,EMP0183,Maria Miller,Receptionist,Neurology,employee183@healthcare.com,+1-422-386-9883,2024-08-28,60,General Medical Center,10,92314,Active,2025-12-12T07:51:19.431025
184,EMP0184,Sarah Smith,Administrator,Neurology,employee184@healthcare.com,+1-948-134-2199,2021-11-24,60,General Medical Center,6,148755,Active,2025-12-12T07:51:19.431025
185,EMP0185,John Johnson,Nurse,Neurology,employee185@healthcare.com,+1-310-893-8400,2023-04-29,60,Central Hospital,4,54989,Active,2025-12-12T07:51:19.431025
186,EMP0186,John Johnson,Doctor,Emergency,employee186@healthcare.com,+1-784-457-4822,2024-10-22,60,Central Hospital,15,42783,Active,2025-12-12T07:51:19.431025
187,EMP0187,John Williams,Nurse,Neurology,employee187@healthcare.com,+1-762-376-3971,2022-04-24,60,Care Hospital,14,125150,Active,2025-12-12T07:51:19.431025
188,EMP0188,John Anderson,Receptionist,Orthopedics,employee188@healthcare.com,+1-969-848-1210,2022-12-30,90,Care Hospital,1,74695,Active,2025-12-12T07:51:19.431025
189,EMP0189,Robert Williams,Doctor,Emergency,employee189@healthcare.com,+1-519-899-8279,2022-12-10,90,Central Hospital,13,96205,Active,2025-12-12T07:51:19.431025
190,EMP0190,John Moore,Receptionist,Neurology,employee190@healthcare.com,+1-992-670-9135,2024-10-04,30,General Medical Center,1,55062,Active,2025-12-12T07:51:19.431025
191,EMP0191,David Moore,Pharmacist,Orthopedics,employee191@healthcare.com,+1-550-685-4333,2022-09-04,30,City Hospital,11,144486,Active,2025-12-12T07:51:19.431025
192,EMP0192,John Miller,Receptionist,Pediatrics,employee192@healthcare.com,+1-719-557-6095,2022-03-05,60,General Medical Center,1,62444,Active,2025-12-12T07:51:19.431025
193,EMP0193,David Moore,Receptionist,Emergency,employee193@healthcare.com,+1-236-890-3333,2024-06-06,90,General Medical Center,2,96117,Active,2025-12-12T07:51:19.431025
194,EMP0194,Robert Smith,Lab Technician,Emergency,employee194@healthcare.com,+1-788-740-1360,2021-01-12,30,Central Hospital,2,88711,Active,2025-12-12T07:51:19.431025
195,EMP0195,John Anderson,Administrator,Cardiology,employee195@healthcare.com,+1-653-227-7093,2022-07-10,90,Metro Clinic,0,123938,Active,2025-12-12T07:51:19.431025
196,EMP0196,Lisa Davis,Administrator,Neurology,employee196@healthcare.com,+1-271-388-3044,2024-08-02,60,Metro Clinic,10,68739,On Leave,2025-12-12T07:51:19.431025
197,EMP0197,James Anderson,Doctor,Cardiology,employee197@healthcare.com,+1-623-225-4308,2024-11-16,90,General Medical Center,1,134232,Active,2025-12-12T07:51:19.431025
198,EMP0198,Lisa Anderson,Receptionist,Orthopedics,employee198@healthcare.com,+1-908-942-4055,2021-05-02,90,Care Hospital,4,128125,Active,2025-12-12T07:51:19.431025
199,EMP0199,Michael Moore,Administrator,Emergency,employee199@healthcare.com,+1-767-364-5261,2022-02-22,30,General Medical Center,10,45575,On Leave,2025-12-12T07:51:19.431025
200,EMP0200,David Davis,Administrator,Cardiology,employee200@healthcare.com,+1-596-478-6623,2025-05-15,60,Central Hospital,9,63041,On Leave,2025-12-12T07:51:19.431025
201,EMP0201,Maria Anderson,Receptionist,Pediatrics,employee201@healthcare.com,+1-433-853-4124,2022-12-14,60,City Hospital,0,134622,Active,2025-12-12T07:51:19.431025
202,EMP0202,Maria Davis,Lab Technician,Neurology,employee202@healthcare.com,+1-698-719-6399,2022-01-23,30,City Hospital,15,147932,Active,2025-12-12T07:51:19.431025
203,EMP0203,Maria Davis,Doctor,Neurology,employee203@healthcare.com,+1-721-908-4393,2025-03-30,90,Care Hospital,7,116559,Active,2025-12-12T07:51:19.431025
204,EMP0204,James Miller,Doctor,Cardiology,employee204@healthcare.com,+1-521-144-5367,2023-06-04,30,Central Hospital,10,103850,Active,2025-12-12T07:51:19.431025
205,EMP0205,David Williams,Doctor,Emergency,employee205@healthcare.com,+1-899-116-9496,2021-06-17,90,Care Hospital,15,108672,Active,2025-12-12T07:51:19.431025
206,EMP0206,Maria Moore,Pharmacist,Orthopedics,employee206@healthcare.com,+1-521-266-1583,2022-07-14,60,City Hospital,2,103822,On Leave,2025-12-12T07:51:19.431025
207,EMP0207,James Anderson,Lab Technician,Neurology,employee207@healthcare.com,+1-566-276-6507,2021-10-26,90,City Hospital,11,135383,Active,2025-12-12T07:51:19.431025
208,EMP0208,Michael Wilson,Pharmacist,Cardiology,employee208@healthcare.com,+1-908-949-9153,2021-01-22,90,City Hospital,3,121216,Active,2025-12-12T07:51:19.431025
209,EMP0209,Robert Brown,Nurse,Cardiology,employee209@healthcare.com,+1-972-886-4004,2024-01-16,60,City Hospital,1,96897,Active,2025-12-12T07:51:19.431025
210,EMP0210,Maria Williams,Nurse,Pediatrics,employee210@healthcare.com,+1-833-615-5771,2023-11-08,60,City Hospital,7,111482,Active,2025-12-12T07:51:19.431025
211,EMP0211,Michael Taylor,Pharmacist,Surgery,employee211@healthcare.com,+1-725-494-4831,2022-03-05,60,General Medical Center,3,61721,On Leave,2025-12-12T07:51:19.431025
212,EMP0212,Emily Smith,Pharmacist,Pediatrics,employee212@healthcare.com,+1-367-802-6947,2023-09-06,60,Care Hospital,10,142367,On Leave,2025-12-12T07:51:19.431025
213,EMP0213,Lisa Davis,Receptionist,Orthopedics,employee213@healthcare.com,+1-949-184-8761,2025-05-09,90,Central Hospital,11,93832,On Leave,2025-12-12T07:51:19.431025
214,EMP0214,Sarah Moore,Administrator,Orthopedics,employee214@healthcare.com,+1-919-482-5341,2025-02-03,30,City Hospital,9,51499,Active,2025-12-12T07:51:19.431025
215,EMP0215,Michael Wilson,Receptionist,Neurology,employee215@healthcare.com,+1-498-384-9038,2022-05-26,90,City Hospital,3,61946,Active,2025-12-12T07:51:19.431025
216,EMP0216,Emily Miller,Lab Technician,Surgery,employee216@healthcare.com,+1-554-277-8451,2024-09-11,30,Metro Clinic,15,143593,Active,2025-12-12T07:51:19.431025
217,EMP0217,Maria Davis,Lab Technician,Emergency,employee217@healthcare.com,+1-573-671-3145,2021-01-03,90,Care Hospital,2,77741,Active,2025-12-12T07:51:19.431025
218,EMP0218,Lisa Davis,Receptionist,Pediatrics,employee218@healthcare.com,+1-696-628-9214,2024-11-03,90,City Hospital,5,109004,On Leave,2025-12-12T07:51:19.431025
219,EMP0219,James Taylor,Administrator,Cardiology,employee219@healthcare.com,+1-726-391-7868,2022-05-10,30,Central Hospital,12,118757,On Leave,2025-12-12T07:51:19.431025
220,EMP0220,Michael Wilson,Doctor,Cardiology,employee220@healthcare.com,+1-899-268-1575,2021-10-01,30,General Medical Center,11,84719,Active,2025-12-12T07:51:19.431025
221,EMP0221,David Smith,Pharmacist,Orthopedics,employee221@healthcare.com,+1-447-198-4762,2023-04-20,30,City Hospital,12,123177,On Leave,2025-12-12T07:51:19.431025
222,EMP0222,Jessica Johnson,Nurse,Orthopedics,employee222@healthcare.com,+1-886-891-7316,2022-01-23,90,Metro Clinic,7,145733,Active,2025-12-12T07:51:19.431025
223,EMP0223,Sarah Johnson,Administrator,Pediatrics,employee223@healthcare.com,+1-440-167-3109,2023-03-01,90,Care Hospital,0,135511,Active,2025-12-12T07:51:19.431025
224,EMP0224,Jessica Taylor,Nurse,Neurology,employee224@healthcare.com,+1-714-756-8046,2021-08-22,30,City Hospital,1,77763,Active,2025-12-12T07:51:19.431025
225,EMP0225,Emily Moore,Receptionist,Surgery,employee225@healthcare.com,+1-202-869-7849,2025-03-01,30,City Hospital,3,135656,Active,2025-12-12T07:51:19.431025
226,EMP0226,Michael Wilson,Nurse,Neurology,employee226@healthcare.com,+1-266-284-1704,2025-01-27,60,Metro Clinic,13,52870,Active,2025-12-12T07:51:19.431025
227,EMP0227,Sarah Taylor,Doctor,Neurology,employee227@healthcare.com,+1-204-351-6040,2021-09-13,90,City Hospital,15,72983,Active,2025-12-12T07:51:19.438606
228,EMP0228,David Williams,Nurse,Emergency,employee228@healthcare.com,+1-986-781-1425,2024-02-27,60,Central Hospital,11,56706,Active,2025-12-12T07:51:19.438606
229,EMP0229,Emily Wilson,Doctor,Cardiology,employee229@healthcare.com,+1-732-449-6489,2021-10-30,90,Metro Clinic,15,146030,On Leave,2025-12-12T07:51:19.438606
230,EMP0230,Robert Moore,Administrator,Neurology,employee230@healthcare.com,+1-419-263-5260,2021-05-07,60,City Hospital,10,144859,Active,2025-12-12T07:51:19.438606
231,EMP0231,Robert Moore,Receptionist,Neurology,employee231@healthcare.com,+1-860-879-3207,2024-03-07,30,Care Hospital,5,101915,Active,2025-12-12T07:51:19.438606
232,EMP0232,James Davis,Administrator,Orthopedics,employee232@healthcare.com,+1-813-949-1477,2021-04-21,90,General Medical Center,3,67167,Active,2025-12-12T07:51:19.438606
233,EMP0233,Robert Taylor,Nurse,Emergency,employee233@healthcare.com,+1-443-227-1709,2025-09-29,30,Care Hospital,14,77278,On Leave,2025-12-12T07:51:19.440150
234,EMP0234,Maria Miller,Lab Technician,Orthopedics,employee234@healthcare.com,+1-405-752-6992,2022-07-01,30,Care Hospital,1,89414,On Leave,2025-12-12T07:51:19.441315
235,EMP0235,Emily Taylor,Nurse,Orthopedics,employee235@healthcare.com,+1-257-202-4951,2024-08-24,30,Central Hospital,13,72598,Active,2025-12-12T07:51:19.441315
236,EMP0236,Michael Smith,Doctor,Cardiology,employee236@healthcare.com,+1-938-363-2379,2022-08-06,90,Central Hospital,7,63982,Active,2025-12-12T07:51:19.441315
237,EMP0237,Robert Johnson,Administrator,Orthopedics,employee237@healthcare.com,+1-608-515-4517,2023-07-07,90,Care Hospital,6,53745,Active,2025-12-12T07:51:19.441315
238,EMP0238,James Wilson,Administrator,Orthopedics,employee238@healthcare.com,+1-754-229-9820,2023-09-25,30,Care Hospital,7,79658,Active,2025-12-12T07:51:19.441315
239,EMP0239,Emily Smith,Nurse,Surgery,employee239@healthcare.com,+1-436-618-7182,2024-07-25,90,Metro Clinic,10,76155,Active,2025-12-12T07:51:19.441315
240,EMP0240,David Miller,Lab Technician,Pediatrics,employee240@healthcare.com,+1-330-908-5106,2024-10-24,60,General Medical Center,10,143044,Active,2025-12-12T07:51:19.441315
241,EMP0241,Jessica Wilson,Nurse,Emergency,employee241@healthcare.com,+1-866-988-7580,2024-12-21,30,City Hospital,12,107120,Active,2025-12-12T07:51:19.441315
242,EMP0242,Robert Davis,Nurse,Surgery,employee242@healthcare.com,+1-740-228-7879,2022-06-03,30,City Hospital,15,101321,Active,2025-12-12T07:51:19.441315
243,EMP0243,Maria Moore,Lab Technician,Cardiology,employee243@healthcare.com,+1-924-223-8133,2025-01-10,60,Care Hospital,4,49520,Active,2025-12-12T07:51:19.441315
244,EMP0244,James Moore,Administrator,Surgery,employee244@healthcare.com,+1-764-873-3601,2023-07-03,90,Metro Clinic,2,78026,Active,2025-12-12T07:51:19.441315
245,EMP0245,David Taylor,Doctor,Cardiology,employee245@healthcare.com,+1-821-191-5599,2021-10-22,90,City Hospital,3,75445,Active,2025-12-12T07:51:19.441315
246,EMP0246,Lisa Johnson,Administrator,Pediatrics,employee246@healthcare.com,+1-211-232-5521,2021-01-22,90,Care Hospital,7,103877,Active,2025-12-12T07:51:19.441315
247,EMP0247,David Davis,Lab Technician,Pediatrics,employee247@healthcare.com,+1-964-157-1554,2023-02-12,60,Central Hospital,2,115358,Active,2025-12-12T07:51:19.441315
248,EMP0248,Sarah Wilson,Doctor,Pediatrics,employee248@healthcare.com,+1-308-530-4198,2023-09-07,90,Central Hospital,0,126172,Active,2025-12-12T07:51:19.441315
249,EMP0249,Robert Miller,Nurse,Pediatrics,employee249@healthcare.com,+1-750-852-3635,2023-10-03,60,General Medical Center,11,146695,Active,2025-12-12T07:51:19.441315
250,EMP0250,Robert Williams,Lab Technician,Pediatrics,employee250@healthcare.com,+1-486-222-3568,2022-12-26,90,Metro Clinic,6,124181,Active,2025-12-12T07:51:19.441315
251,EMP0251,Michael Taylor,Pharmacist,Surgery,employee251@healthcare.com,+1-600-126-9403,2021-12-10,90,Metro Clinic,9,46069,Active,2025-12-12T07:51:19.441315
252,EMP0252,Jessica Miller,Pharmacist,Pediatrics,employee252@healthcare.com,+1-466-633-8667,2021-03-26,30,Metro Clinic,8,81868,Active,2025-12-12T07:51:19.441315
253,EMP0253,Emily Wilson,Doctor,Emergency,employee253@healthcare.com,+1-545-269-7282,2024-01-27,60,Metro Clinic,11,48300,Active,2025-12-12T07:51:19.441315
254,EMP0254,Jessica Johnson,Administrator,Pediatrics,employee254@healthcare.com,+1-568-190-4084,2021-12-13,90,Care Hospital,12,115814,On Leave,2025-12-12T07:51:19.441315
255,EMP0255,Lisa Miller,Nurse,Orthopedics,employee255@healthcare.com,+1-367-620-2534,2023-09-07,60,City Hospital,7,45692,On Leave,2025-12-12T07:51:19.441315
256,EMP0256,David Davis,Administrator,Orthopedics,employee256@healthcare.com,+1-715-874-4657,2025-10-20,30,Care Hospital,3,59173,Active,2025-12-12T07:51:19.441315
257,EMP0257,Robert Wilson,Lab Technician,Emergency,employee257@healthcare.com,+1-371-805-1515,2023-03-31,60,Care Hospital,12,107535,Active,2025-12-12T07:51:19.441315
258,EMP0258,James Smith,Doctor,Orthopedics,employee258@healthcare.com,+1-389-809-2969,2023-09-17,30,Metro Clinic,11,134773,Active,2025-12-12T07:51:19.441315
259,EMP0259,Robert Miller,Pharmacist,Orthopedics,employee259@healthcare.com,+1-869-236-9357,2024-05-22,90,Care Hospital,11,131956,Active,2025-12-12T07:51:19.441315
260,EMP0260,John Williams,Nurse,Surgery,employee260@healthcare.com,+1-816-693-1753,2024-03-11,60,Metro Clinic,2,125430,Active,2025-12-12T07:51:19.441315
261,EMP0261,James Wilson,Nurse,Surgery,employee261@healthcare.com,+1-975-719-7184,2025-02-27,60,Central Hospital,14,52368,On Leave,2025-12-12T07:51:19.441315
262,EMP0262,Michael Smith,Receptionist,Emergency,employee262@healthcare.com,+1-877-172-1694,2023-02-05,30,Metro Clinic,14,141164,Active,2025-12-12T07:51:19.441315
263,EMP0263,Lisa Smith,Doctor,Cardiology,employee263@healthcare.com,+1-305-441-7757,2025-06-28,30,General Medical Center,13,77847,Active,2025-12-12T07:51:19.441315
264,EMP0264,Lisa Davis,Pharmacist,Cardiology,employee264@healthcare.com,+1-312-322-1289,2025-07-31,30,City Hospital,10,46110,Active,2025-12-12T07:51:19.441315
265,EMP0265,Sarah Anderson,Nurse,Neurology,employee265@healthcare.com,+1-376-786-9899,2021-12-09,60,General Medical Center,3,120374,Active,2025-12-12T07:51:19.441315
266,EMP0266,Maria Smith,Administrator,Cardiology,employee266@healthcare.com,+1-647-590-7288,2023-03-17,30,Metro Clinic,2,62244,Active,2025-12-12T07:51:19.441315
267,EMP0267,Emily Taylor,Receptionist,Pediatrics,employee267@healthcare.com,+1-266-672-5748,2025-11-06,60,Central Hospital,13,90164,On Leave,2025-12-12T07:51:19.441315
268,EMP0268,Maria Wilson,Doctor,Pediatrics,employee268@healthcare.com,+1-638-695-9834,2022-01-07,60,Central Hospital,12,57743,Active,2025-12-12T07:51:19.441315
269,EMP0269,Maria Brown,Doctor,Neurology,employee269@healthcare.com,+1-983-189-2640,2023-07-26,90,Central Hospital,12,114256,Active,2025-12-12T07:51:19.441315
270,EMP0270,Maria Wilson,Pharmacist,Pediatrics,employee270@healthcare.com,+1-776-666-7807,2024-03-14,90,General Medical Center,4,49821,On Leave,2025-12-12T07:51:19.441315
271,EMP0271,James Williams,Receptionist,Cardiology,employee271@healthcare.com,+1-704-100-3005,2023-11-09,30,City Hospital,8,81374,Active,2025-12-12T07:51:19.441315
272,EMP0272,Sarah Williams,Receptionist,Neurology,employee272@healthcare.com,+1-943-114-7783,2023-07-31,90,Care Hospital,14,84670,On Leave,2025-12-12T07:51:19.441315
273,EMP0273,Jessica Moore,Doctor,Neurology,employee273@healthcare.com,+1-437-741-6925,2022-11-21,60,Metro Clinic,12,71228,On Leave,2025-12-12T07:51:19.441315
274,EMP0274,Jessica Johnson,Lab Technician,Surgery,employee274@healthcare.com,+1-264-220-6329,2025-08-22,60,General Medical Center,3,40013,Active,2025-12-12T07:51:19.441315
275,EMP0275,Maria Smith,Doctor,Pediatrics,employee275@healthcare.com,+1-991-334-7614,2025-06-21,30,City Hospital,7,70850,Active,2025-12-12T07:51:19.441315
276,EMP0276,John Brown,Pharmacist,Emergency,employee276@healthcare.com,+1-614-590-8349,2023-09-21,30,General Medical Center,2,123182,Active,2025-12-12T07:51:19.441315
277,EMP0277,Jessica Johnson,Pharmacist,Cardiology,employee277@healthcare.com,+1-742-883-4763,2025-06-02,60,Care Hospital,6,130008,Active,2025-12-12T07:51:19.441315
278,EMP0278,Lisa Smith,Administrator,Orthopedics,employee278@healthcare.com,+1-732-403-8861,2023-09-08,60,Metro Clinic,2,90813,On Leave,2025-12-12T07:51:19.441315
279,EMP0279,David Brown,Receptionist,Orthopedics,employee279@healthcare.com,+1-243-515-9417,2021-03-09,90,Care Hospital,7,42784,On Leave,2025-12-12T07:51:19.441315
280,EMP0280,John Miller,Lab Technician,Neurology,employee280@healthcare.com,+1-443-799-4132,2021-10-17,30,City Hospital,9,88070,On Leave,2025-12-12T07:51:19.441315
281,EMP0281,James Johnson,Nurse,Pediatrics,employee281@healthcare.com,+1-570-298-7916,2024-04-18,60,City Hospital,11,102243,Active,2025-12-12T07:51:19.441315
282,EMP0282,Sarah Wilson,Receptionist,Cardiology,employee282@healthcare.com,+1-619-923-9590,2024-04-09,60,City Hospital,11,68380,Active,2025-12-12T07:51:19.441315
283,EMP0283,Lisa Johnson,Doctor,Surgery,employee283@healthcare.com,+1-910-682-1010,2022-04-28,90,Metro Clinic,15,75789,Active,2025-12-12T07:51:19.441315
284,EMP0284,Jessica Wilson,Lab Technician,Neurology,employee284@healthcare.com,+1-562-769-5635,2023-06-04,60,Care Hospital,5,130871,On Leave,2025-12-12T07:51:19.441315
285,EMP0285,Lisa Wilson,Nurse,Emergency,employee285@healthcare.com,+1-549-819-6196,2021-06-02,60,Care Hospital,8,114415,On Leave,2025-12-12T07:51:19.441315
286,EMP0286,Maria Miller,Nurse,Surgery,employee286@healthcare.com,+1-249-967-8534,2021-08-20,60,Central Hospital,12,126693,Active,2025-12-12T07:51:19.441315
287,EMP0287,Emily Smith,Pharmacist,Orthopedics,employee287@healthcare.com,+1-849-240-3336,2022-06-03,30,Care Hospital,13,71509,Active,2025-12-12T07:51:19.441315
288,EMP0288,Robert Brown,Pharmacist,Pediatrics,employee288@healthcare.com,+1-472-635-8301,2021-07-06,30,General Medical Center,0,94300,Active,2025-12-12T07:51:19.441315
289,EMP0289,Maria Anderson,Pharmacist,Neurology,employee289@healthcare.com,+1-552-331-4962,2023-08-12,60,Metro Clinic,3,84750,Active,2025-12-12T07:51:19.441315
290,EMP0290,Michael Davis,Lab Technician,Pediatrics,employee290@healthcare.com,+1-349-652-5919,2023-06-25,30,City Hospital,1,69620,Active,2025-12-12T07:51:19.441315
291,EMP0291,Maria Smith,Nurse,Cardiology,employee291@healthcare.com,+1-377-236-2858,2021-04-04,60,City Hospital,6,68852,Active,2025-12-12T07:51:19.441315
292,EMP0292,James Smith,Doctor,Pediatrics,employee292@healthcare.com,+1-572-217-9892,2025-08-10,90,Care Hospital,10,43972,Active,2025-12-12T07:51:19.441315
293,EMP0293,Lisa Anderson,Lab Technician,Neurology,employee293@healthcare.com,+1-399-524-6122,2024-12-07,60,Central Hospital,12,104244,Active,2025-12-12T07:51:19.441315
294,EMP0294,David Wilson,Nurse,Emergency,employee294@healthcare.com,+1-973-912-8865,2024-03-09,90,General Medical Center,14,63984,On Leave,2025-12-12T07:51:19.441315
295,EMP0295,Sarah Williams,Nurse,Emergency,employee295@healthcare.com,+1-343-609-2565,2020-12-22,60,Central Hospital,7,131421,On Leave,2025-12-12T07:51:19.441315
296,EMP0296,James Brown,Pharmacist,Emergency,employee296@healthcare.com,+1-579-483-3120,2025-08-01,30,General Medical Center,7,92481,Active,2025-12-12T07:51:19.441315
297,EMP0297,Emily Johnson,Doctor,Neurology,employee297@healthcare.com,+1-500-249-9435,2021-11-05,30,General Medical Center,14,139471,On Leave,2025-12-12T07:51:19.441315
298,EMP0298,Jessica Taylor,Nurse,Neurology,employee298@healthcare.com,+1-203-762-3700,2023-12-25,30,City Hospital,9,57305,Active,2025-12-12T07:51:19.441315
299,EMP0299,Sarah Taylor,Doctor,Emergency,employee299@healthcare.com,+1-679-691-3685,2021-10-14,90,City Hospital,8,108970,Active,2025-12-12T07:51:19.441315
300,EMP0300,Emily Anderson,Nurse,Surgery,employee300@healthcare.com,+1-741-645-4180,2023-07-19,90,Central Hospital,7,67850,On Leave,2025-12-12T07:51:19.441315
301,EMP0301,Maria Smith,Receptionist,Pediatrics,employee301@healthcare.com,+1-263-235-9611,2021-01-23,90,Care Hospital,12,54551,Active,2025-12-12T07:51:19.441315
302,EMP0302,David Anderson,Administrator,Surgery,employee302@healthcare.com,+1-738-918-9998,2022-11-22,60,Central Hospital,14,137147,On Leave,2025-12-12T07:51:19.441315
303,EMP0303,Lisa Taylor,Administrator,Orthopedics,employee303@healthcare.com,+1-609-869-3293,2022-01-17,30,Central Hospital,7,85005,Active,2025-12-12T07:51:19.441315
304,EMP0304,Michael Moore,Pharmacist,Cardiology,employee304@healthcare.com,+1-750-469-5759,2021-12-07,30,Metro Clinic,9,110336,On Leave,2025-12-12T07:51:19.441315
305,EMP0305,Lisa Miller,Administrator,Emergency,employee305@healthcare.com,+1-924-829-7742,2024-12-11,90,Care Hospital,15,94445,Active,2025-12-12T07:51:19.441315
306,EMP0306,Maria Davis,Pharmacist,Cardiology,employee306@healthcare.com,+1-887-998-7837,2021-10-04,30,Central Hospital,11,75030,Active,2025-12-12T07:51:19.441315
307,EMP0307,Maria Taylor,Lab Technician,Orthopedics,employee307@healthcare.com,+1-912-482-5346,2023-01-29,60,General Medical Center,2,113940,Active,2025-12-12T07:51:19.441315
308,EMP0308,Maria Brown,Doctor,Cardiology,employee308@healthcare.com,+1-713-572-4113,2023-12-19,90,Metro Clinic,11,45255,Active,2025-12-12T07:51:19.441315
309,EMP0309,Lisa Anderson,Administrator,Pediatrics,employee309@healthcare.com,+1-660-870-7895,2020-12-17,60,Metro Clinic,13,126644,Active,2025-12-12T07:51:19.441315
310,EMP0310,David Smith,Receptionist,Pediatrics,employee310@healthcare.com,+1-415-881-1349,2021-09-24,30,General Medical Center,4,111312,Active,2025-12-12T07:51:19.441315
311,EMP0311,Michael Davis,Receptionist,Orthopedics,employee311@healthcare.com,+1-958-648-7501,2022-12-01,30,General Medical Center,3,53180,Active,2025-12-12T07:51:19.441315
312,EMP0312,John Johnson,Pharmacist,Orthopedics,employee312@healthcare.com,+1-331-381-1976,2024-02-21,30,Care Hospital,14,108927,Active,2025-12-12T07:51:19.441315
313,EMP0313,John Brown,Doctor,Surgery,employee313@healthcare.com,+1-451-350-6688,2024-02-13,90,General Medical Center,9,95402,Active,2025-12-12T07:51:19.441315
314,EMP0314,Michael Miller,Receptionist,Pediatrics,employee314@healthcare.com,+1-255-306-6385,2024-10-12,90,City Hospital,4,91986,On Leave,2025-12-12T07:51:19.441315
315,EMP0315,Jessica Johnson,Nurse,Pediatrics,employee315@healthcare.com,+1-710-198-9253,2022-03-27,90,General Medical Center,13,143422,Active,2025-12-12T07:51:19.441315
